#phase	intensity
2.796000	6.277600
2.798000	6.284800
2.800000	6.294400
2.802000	6.301600
2.804000	6.308800
2.806000	6.316000
2.808000	6.323200
2.810000	6.330400
2.812000	6.337600
2.814000	6.342400
2.816000	6.349600
2.818000	6.354400
2.820000	6.359200
2.822000	6.364000
2.824000	6.368800
2.826000	6.373600
2.828000	6.376000
2.830000	6.380800
2.832000	6.383200
2.834000	6.385600
2.836000	6.388000
2.838000	6.388000
2.840000	6.390400
2.842000	6.392800
2.844000	6.392800
2.846000	6.395200
2.848000	6.395200
2.850000	6.397600
2.852000	6.397600
2.854000	6.397600
2.856000	6.400000
2.858000	6.400000
2.860000	6.400000
2.862000	6.400000
2.864000	6.397600
2.866000	6.395200
2.868000	6.390400
2.870000	6.385600
2.872000	6.378400
2.874000	6.368800
2.876000	6.359200
2.878000	6.347200
2.880000	6.332800
2.882000	6.318400
2.884000	6.299200
2.886000	6.280000
2.888000	6.258400
2.890000	6.236800
2.892000	6.210400
2.894000	6.184000
2.896000	6.155200
2.898000	6.124000
2.900000	6.090400
2.902000	6.054400
2.904000	6.018400
2.906000	5.977600
2.908000	5.936800
2.910000	5.893600
2.912000	5.848000
2.914000	5.800000
2.916000	5.752000
2.918000	5.699200
2.920000	5.646400
2.922000	5.591200
2.924000	5.536000
2.926000	5.476000
2.928000	5.416000
2.930000	5.353600
2.932000	5.288800
2.934000	5.224000
2.936000	5.156800
2.938000	5.089600
2.940000	5.022400
2.942000	4.957600
2.944000	4.890400
2.946000	4.825600
2.948000	4.763200
2.950000	4.703200
2.952000	4.645600
2.954000	4.590400
2.956000	4.540000
2.958000	4.489600
2.960000	4.444000
2.962000	4.400800
2.964000	4.360000
2.966000	4.321600
2.968000	4.285600
2.970000	4.252000
2.972000	4.218400
2.974000	4.187200
2.976000	4.160800
2.978000	4.132000
2.980000	4.108000
2.982000	4.086400
2.984000	4.064800
2.986000	4.048000
2.988000	4.033600
2.990000	4.021600
2.992000	4.012000
2.994000	4.004800
2.996000	4.002400
2.998000	4.000000
3.000000	4.002400
3.002000	4.002400
3.004000	4.007200
3.006000	4.012000
3.008000	4.019200
3.010000	4.028800
3.012000	4.038400
3.014000	4.050400
3.016000	4.062400
3.018000	4.074400
3.020000	4.086400
3.022000	4.100800
3.024000	4.115200
3.026000	4.127200
3.028000	4.139200
3.030000	4.151200
3.032000	4.163200
3.034000	4.175200
3.036000	4.187200
3.038000	4.199200
3.040000	4.211200
3.042000	4.220800
3.044000	4.232800
3.046000	4.244800
3.048000	4.256800
3.050000	4.268800
3.052000	4.280800
3.054000	4.295200
3.056000	4.307200
3.058000	4.319200
3.060000	4.333600
3.062000	4.345600
3.064000	4.357600
3.066000	4.372000
3.068000	4.384000
3.070000	4.396000
3.072000	4.408000
3.074000	4.420000
3.076000	4.434400
3.078000	4.446400
3.080000	4.458400
3.082000	4.470400
3.084000	4.482400
3.086000	4.494400
3.088000	4.506400
3.090000	4.520800
3.092000	4.532800
3.094000	4.544800
3.096000	4.556800
3.098000	4.568800
3.100000	4.580800
3.102000	4.592800
3.104000	4.604800
3.106000	4.616800
3.108000	4.628800
3.110000	4.640800
3.112000	4.650400
3.114000	4.662400
3.116000	4.674400
3.118000	4.686400
3.120000	4.696000
3.122000	4.708000
3.124000	4.720000
3.126000	4.729600
3.128000	4.741600
3.130000	4.751200
3.132000	4.763200
3.134000	4.772800
3.136000	4.784800
3.138000	4.794400
3.140000	4.804000
3.142000	4.816000
3.144000	4.825600
3.146000	4.837600
3.148000	4.847200
3.150000	4.856800
3.152000	4.866400
3.154000	4.876000
3.156000	4.888000
3.158000	4.897600
3.160000	4.907200
3.162000	4.916800
3.164000	4.926400
3.166000	4.936000
3.168000	4.945600
3.170000	4.955200
3.172000	4.964800
3.174000	4.974400
3.176000	4.981600
3.178000	4.991200
3.180000	5.000800
3.182000	5.010400
3.184000	5.020000
3.186000	5.027200
3.188000	5.036800
3.190000	5.046400
3.192000	5.053600
3.194000	5.063200
3.196000	5.072800
3.198000	5.080000
3.200000	5.089600
3.202000	5.096800
3.204000	5.106400
3.206000	5.113600
3.208000	5.120800
3.210000	5.130400
3.212000	5.137600
3.214000	5.147200
3.216000	5.154400
3.218000	5.161600
3.220000	5.168800
3.222000	5.178400
3.224000	5.185600
3.226000	5.192800
3.228000	5.200000
3.230000	5.207200
3.232000	5.214400
3.234000	5.221600
3.236000	5.228800
3.238000	5.236000
3.240000	5.243200
3.242000	5.250400
3.244000	5.257600
3.246000	5.264800
3.248000	5.272000
3.250000	5.279200
3.252000	5.286400
3.254000	5.293600
3.256000	5.300800
3.258000	5.305600
3.260000	5.312800
3.262000	5.320000
3.264000	5.327200
3.266000	5.334400
3.268000	5.339200
3.270000	5.346400
3.272000	5.353600
3.274000	5.358400
3.276000	5.365600
3.278000	5.372800
3.280000	5.377600
3.282000	5.384800
3.284000	5.389600
3.286000	5.396800
3.288000	5.401600
3.290000	5.408800
3.292000	5.413600
3.294000	5.420800
3.296000	5.425600
3.298000	5.430400
3.300000	5.437600
3.302000	5.442400
3.304000	5.449600
3.306000	5.454400
3.308000	5.461600
3.310000	5.466400
3.312000	5.473600
3.314000	5.478400
3.316000	5.485600
3.318000	5.490400
3.320000	5.497600
3.322000	5.502400
3.324000	5.509600
3.326000	5.514400
3.328000	5.521600
3.330000	5.526400
3.332000	5.533600
3.334000	5.540800
3.336000	5.545600
3.338000	5.552800
3.340000	5.557600
3.342000	5.564800
3.344000	5.572000
3.346000	5.576800
3.348000	5.584000
3.350000	5.588800
3.352000	5.596000
3.354000	5.603200
3.356000	5.610400
3.358000	5.615200
3.360000	5.622400
3.362000	5.629600
3.364000	5.634400
3.366000	5.641600
3.368000	5.648800
3.370000	5.653600
3.372000	5.660800
3.374000	5.668000
3.376000	5.675200
3.378000	5.680000
3.380000	5.687200
3.382000	5.694400
3.384000	5.699200
3.386000	5.706400
3.388000	5.713600
3.390000	5.718400
3.392000	5.725600
3.394000	5.732800
3.396000	5.737600
3.398000	5.744800
3.400000	5.752000
3.402000	5.756800
3.404000	5.764000
3.406000	5.771200
3.408000	5.776000
3.410000	5.783200
3.412000	5.788000
3.414000	5.795200
3.416000	5.802400
3.418000	5.807200
3.420000	5.814400
3.422000	5.819200
3.424000	5.826400
3.426000	5.833600
3.428000	5.838400
3.430000	5.845600
3.432000	5.850400
3.434000	5.857600
3.436000	5.864800
3.438000	5.869600
3.440000	5.876800
3.442000	5.881600
3.444000	5.888800
3.446000	5.893600
3.448000	5.898400
3.450000	5.905600
3.452000	5.910400
3.454000	5.915200
3.456000	5.922400
3.458000	5.927200
3.460000	5.932000
3.462000	5.936800
3.464000	5.944000
3.466000	5.948800
3.468000	5.953600
3.470000	5.958400
3.472000	5.963200
3.474000	5.968000
3.476000	5.972800
3.478000	5.977600
3.480000	5.982400
3.482000	5.987200
3.484000	5.989600
3.486000	5.994400
3.488000	5.999200
3.490000	6.004000
3.492000	6.008800
3.494000	6.011200
3.496000	6.016000
3.498000	6.020800
3.500000	6.023200
3.502000	6.028000
3.504000	6.030400
3.506000	6.035200
3.508000	6.037600
3.510000	6.042400
3.512000	6.044800
3.514000	6.047200
3.516000	6.052000
3.518000	6.054400
3.520000	6.056800
3.522000	6.059200
3.524000	6.064000
3.526000	6.066400
3.528000	6.068800
3.530000	6.071200
3.532000	6.073600
3.534000	6.076000
3.536000	6.078400
3.538000	6.080800
3.540000	6.083200
3.542000	6.085600
3.544000	6.088000
3.546000	6.088000
3.548000	6.090400
3.550000	6.092800
3.552000	6.092800
3.554000	6.095200
3.556000	6.097600
3.558000	6.097600
3.560000	6.100000
3.562000	6.100000
3.564000	6.102400
3.566000	6.102400
3.568000	6.104800
3.570000	6.104800
3.572000	6.104800
3.574000	6.107200
3.576000	6.107200
3.578000	6.107200
3.580000	6.107200
3.582000	6.107200
3.584000	6.109600
3.586000	6.109600
3.588000	6.109600
3.590000	6.109600
3.592000	6.109600
3.594000	6.109600
3.596000	6.112000
3.598000	6.112000
3.600000	6.112000
3.602000	6.112000
3.604000	6.112000
3.606000	6.114400
3.608000	6.114400
3.610000	6.114400
3.612000	6.114400
3.614000	6.116800
3.616000	6.116800
3.618000	6.116800
3.620000	6.116800
3.622000	6.119200
3.624000	6.119200
3.626000	6.119200
3.628000	6.121600
3.630000	6.121600
3.632000	6.121600
3.634000	6.124000
3.636000	6.124000
3.638000	6.124000
3.640000	6.126400
3.642000	6.126400
3.644000	6.126400
3.646000	6.128800
3.648000	6.128800
3.650000	6.128800
3.652000	6.131200
3.654000	6.131200
3.656000	6.131200
3.658000	6.133600
3.660000	6.133600
3.662000	6.133600
3.664000	6.136000
3.666000	6.136000
3.668000	6.136000
3.670000	6.138400
3.672000	6.138400
3.674000	6.138400
3.676000	6.138400
3.678000	6.138400
3.680000	6.138400
3.682000	6.138400
3.684000	6.140800
3.686000	6.140800
3.688000	6.140800
3.690000	6.140800
3.692000	6.140800
3.694000	6.140800
3.696000	6.140800
3.698000	6.140800
3.700000	6.140800
3.702000	6.140800
3.704000	6.140800
3.706000	6.140800
3.708000	6.138400
3.710000	6.138400
3.712000	6.138400
3.714000	6.138400
3.716000	6.138400
3.718000	6.136000
3.720000	6.136000
3.722000	6.136000
3.724000	6.136000
3.726000	6.133600
3.728000	6.133600
3.730000	6.133600
3.732000	6.133600
3.734000	6.136000
3.736000	6.136000
3.738000	6.136000
3.740000	6.138400
3.742000	6.140800
3.744000	6.140800
3.746000	6.143200
3.748000	6.145600
3.750000	6.148000
3.752000	6.150400
3.754000	6.155200
3.756000	6.157600
3.758000	6.160000
3.760000	6.164800
3.762000	6.169600
3.764000	6.174400
3.766000	6.176800
3.768000	6.181600
3.770000	6.188800
3.772000	6.193600
3.774000	6.198400
3.776000	6.205600
3.778000	6.212800
3.780000	6.217600
3.782000	6.224800
3.784000	6.232000
3.786000	6.239200
3.788000	6.246400
3.790000	6.256000
3.792000	6.263200
3.794000	6.270400
3.796000	6.277600
3.798000	6.284800
3.800000	6.294400
3.802000	6.301600
3.804000	6.308800
3.806000	6.316000
3.808000	6.323200
3.810000	6.330400
3.812000	6.337600
3.814000	6.342400
3.816000	6.349600
3.818000	6.354400
3.820000	6.359200
3.822000	6.364000
3.824000	6.368800
3.826000	6.373600
3.828000	6.376000
3.830000	6.380800
3.832000	6.383200
3.834000	6.385600
3.836000	6.388000
3.838000	6.388000
3.840000	6.390400
3.842000	6.392800
3.844000	6.392800
3.846000	6.395200
3.848000	6.395200
3.850000	6.397600
3.852000	6.397600
3.854000	6.397600
3.856000	6.400000
3.858000	6.400000
3.860000	6.400000
3.862000	6.400000
3.864000	6.397600
3.866000	6.395200
3.868000	6.390400
3.870000	6.385600
3.872000	6.378400
3.874000	6.368800
3.876000	6.359200
3.878000	6.347200
3.880000	6.332800
3.882000	6.318400
3.884000	6.299200
3.886000	6.280000
3.888000	6.258400
3.890000	6.236800
3.892000	6.210400
3.894000	6.184000
3.896000	6.155200
3.898000	6.124000
3.900000	6.090400
3.902000	6.054400
3.904000	6.018400
3.906000	5.977600
3.908000	5.936800
3.910000	5.893600
3.912000	5.848000
3.914000	5.800000
3.916000	5.752000
3.918000	5.699200
3.920000	5.646400
3.922000	5.591200
3.924000	5.536000
3.926000	5.476000
3.928000	5.416000
3.930000	5.353600
3.932000	5.288800
3.934000	5.224000
3.936000	5.156800
3.938000	5.089600
3.940000	5.022400
3.942000	4.957600
3.944000	4.890400
3.946000	4.825600
3.948000	4.763200
3.950000	4.703200
3.952000	4.645600
3.954000	4.590400
3.956000	4.540000
3.958000	4.489600
3.960000	4.444000
3.962000	4.400800
3.964000	4.360000
3.966000	4.321600
3.968000	4.285600
3.970000	4.252000
3.972000	4.218400
3.974000	4.187200
3.976000	4.160800
3.978000	4.132000
3.980000	4.108000
3.982000	4.086400
3.984000	4.064800
3.986000	4.048000
3.988000	4.033600
3.990000	4.021600
3.992000	4.012000
3.994000	4.004800
3.996000	4.002400
3.998000	4.000000
